sim.id,model,name,LH,aicc,delta.aicc,w,tau0,gamma,lamb0,mu0,alpha,beta,eps
4065-30k,1,Equilibrium constant rate,3210.231276,-6418.460717,2114.553015,0,0.0398,NA,NA,NA,NA,NA,NA
4065-30k,2,Equilibrium variable rate,3986.322334,-7968.639158,564.3745732,0,0.0125,0.0347,NA,NA,NA,NA,NA
4065-30k,3,Birth-death constant rates (coalescent approx),3872.891514,-7741.777519,791.2362132,0,NA,NA,0.0224,9.64E-10,NA,NA,NA
4065-30k,4a,Birth-death varying speciation constant extinction (coalescent approx),4189.317973,-8372.624922,160.3888092,0,NA,NA,0.0223,0.0223,0.0129,NA,NA
4065-30k,4b,Birth-death constant speciation varying extinction (coalescent approx),3872.891499,-7739.771973,793.241759,0,NA,NA,0.0224,8.43E-09,NA,-0.00627,NA
4065-30k,4c,Birth-death constant extinction fraction (coalescent approx),4159.035903,-8312.060782,220.9529496,0,NA,NA,0.0117,NA,0.0218,NA,0.435
4065-30k,4d,Birth-death varying speciation and extinction (coalescent approx),4270.516057,-8533.013732,0,1,NA,NA,0.014,0.014,0.0216,0.00937,NA
4065-30k,5,Pure birth constant speciation (coalescent approx),3872.891534,-7743.781233,789.2324989,0,NA,NA,0.0224,NA,NA,NA,NA
4065-30k,6,Pure birth varying speciation (coalescent approx),4145.601869,-8287.198229,245.8155029,0,NA,NA,0.0111,NA,0.017,NA,NA
5525,1,Equilibrium constant rate,9590.705529,-19179.40956,196.7340573,0,0.27,NA,NA,NA,NA,NA,NA
5525,2,Equilibrium variable rate,9621.412031,-19238.81957,137.3240506,0,0.244,0.00856,NA,NA,NA,NA,NA
5525,3,Birth-death constant rates (coalescent approx),9621.412207,-19238.81992,137.3236993,0,NA,NA,0.244,0.236,NA,NA,NA
5525,4a,Birth-death varying speciation constant extinction (coalescent approx),9125.320138,-18244.63128,1131.512334,0,NA,NA,0.132,2.78E-07,-0.0377,NA,NA
5525,4b,Birth-death constant speciation varying extinction (coalescent approx),9691.076305,-19376.14362,0,1,NA,NA,0.245,0.245,NA,-0.00164,NA
5525,4c,Birth-death constant extinction fraction (coalescent approx),9626.763081,-19247.51717,128.6264495,0,NA,NA,0.241,NA,0.00509,NA,0.983
5525,4d,Birth-death varying speciation and extinction (coalescent approx),9523.216947,-19038.4189,337.7247161,0,NA,NA,0.16,0.16,0.0101,0.0088,NA
5525,5,Pure birth constant speciation (coalescent approx),7956.121671,-15910.24184,3465.901775,0,NA,NA,0.0489,NA,NA,NA,NA
5525,6,Pure birth varying speciation (coalescent approx),9125.321772,-18246.63905,1129.504569,0,NA,NA,0.133,NA,-0.0378,NA,NA
5525-30k,1,Equilibrium constant rate,7016.544846,-14031.0882,1069.997953,0,0.102,NA,NA,NA,NA,NA,NA
5525-30k,2,Equilibrium variable rate,7352.276704,-14700.54893,400.5372227,0,0.0623,0.0266,NA,NA,NA,NA,NA
5525-30k,3,Birth-death constant rates (coalescent approx),7352.277653,-14700.55083,400.5353265,0,NA,NA,0.0623,0.0357,NA,NA,NA
5525-30k,4a,Birth-death varying speciation constant extinction (coalescent approx),7553.547557,-15101.08615,0,0.98,NA,NA,0.0694,0.0694,0.00807,NA,NA
5525-30k,4b,Birth-death constant speciation varying extinction (coalescent approx),7523.486198,-15040.96343,60.12271803,0,NA,NA,0.0759,0.0759,NA,-0.015,NA
5525-30k,4c,Birth-death constant extinction fraction (coalescent approx),7425.045985,-14844.08301,257.0031433,0,NA,NA,0.0596,NA,0.0166,NA,0.866
5525-30k,4d,Birth-death varying speciation and extinction (coalescent approx),7550.57478,-15093.13462,7.951534407,0.02,NA,NA,0.066,0.066,0.0133,0.00818,NA
5525-30k,5,Pure birth constant speciation (coalescent approx),7232.83426,-14463.66703,637.4191255,0,NA,NA,0.0395,NA,NA,NA,NA
5525-30k,6,Pure birth varying speciation (coalescent approx),7251.79494,-14499.5854,601.5007509,0,NA,NA,0.0451,NA,-0.00456,NA,NA
3865,1,Equilibrium constant rate,925.3486862,-1848.692335,290.182142,0,0.0794,NA,NA,NA,NA,NA,NA
3865,2,Equilibrium variable rate,1014.552639,-2025.090146,113.7843302,0,0.0494,0.0201,NA,NA,NA,NA,NA
3865,3,Birth-death constant rates (coalescent approx),1014.552717,-2025.090301,113.7841759,0,NA,NA,0.0494,0.0293,NA,NA,NA
3865,4a,Birth-death varying speciation constant extinction (coalescent approx),1072.45239,-2138.874477,0,1,NA,NA,0.0526,0.0526,0.00692,NA,NA
3865,4b,Birth-death constant speciation varying extinction (coalescent approx),1063.28044,-2120.530578,18.34389909,0,NA,NA,0.0573,0.0573,NA,-0.0135,NA
3865,4c,Birth-death constant extinction fraction (coalescent approx),1032.323409,-2058.616515,80.25796121,0,NA,NA,0.0469,NA,0.0124,NA,0.86
3865,4d,Birth-death varying speciation and extinction (coalescent approx),1062.393372,-2116.736175,22.13830185,0,NA,NA,0.0516,0.0516,0.00105,-0.014,NA
3865,5,Pure birth constant speciation (coalescent approx),978.0883575,-1954.171677,184.7027995,0,NA,NA,0.0309,NA,NA,NA,NA
3865,6,Pure birth varying speciation (coalescent approx),984.7461437,-1965.477155,173.3973216,0,NA,NA,0.036,NA,-0.00432,NA,NA
3465,1,Equilibrium constant rate,37679.11127,-75356.22212,6188.190683,0,0.0825,NA,NA,NA,NA,NA,NA
3465,2,Equilibrium variable rate,40774.20205,-81544.40287,0.00993329,0.21,0.0507,0.0492,NA,NA,NA,NA,NA
3465,3,Birth-death constant rates (coalescent approx),40774.20702,-81544.41281,0,0.21,NA,NA,0.0508,0.00166,NA,NA,NA
3465,4a,Birth-death varying speciation constant extinction (coalescent approx),40774.21228,-81542.4221,1.990705735,0.08,NA,NA,0.0508,0.0019,4.77E-05,NA,NA
3465,4b,Birth-death constant speciation varying extinction (coalescent approx),40774.21453,-81542.42659,1.986218418,0.08,NA,NA,0.0509,0.00195,NA,-0.00259,NA
3465,4c,Birth-death constant extinction fraction (coalescent approx),40774.09507,-81542.18768,2.225123336,0.07,NA,NA,0.0505,NA,-0.000169,NA,0.0151
3465,4d,Birth-death varying speciation and extinction (coalescent approx),40774.29344,-81540.58277,3.830035018,0.03,NA,NA,0.051,0.00216,-0.000214,-0.0155,NA
3465,5,Pure birth constant speciation (coalescent approx),40773.09666,-81544.1929,0.219903699,0.18,NA,NA,0.0498,NA,NA,NA,NA
3465,6,Pure birth varying speciation (coalescent approx),40773.88627,-81543.77131,0.64149449,0.15,NA,NA,0.0502,NA,-0.000314,NA,NA
4067,1,Equilibrium constant rate,4823.238858,-9644.475893,627.6149476,0,0.08181,NA,NA,NA,NA,NA,NA
4067,2,Equilibrium variable rate,4997.337563,-9990.669651,281.4211896,0,0.055467184,0.015944455,NA,NA,NA,NA,NA
4067,3,Birth-death constant rates (coalescent approx),4997.338624,-9990.671773,281.4190673,0,NA,NA,0.055383488,0.039419677,NA,NA,NA
4067,4a,Birth-death varying speciation constant extinction (coalescent approx),5139.050897,-10272.09084,0,1,NA,NA,0.057298296,0.057298295,0.005354161,NA,NA
4067,4b,Birth-death constant speciation varying extinction (coalescent approx),5130.129407,-10254.24786,17.84298121,0,NA,NA,0.062278077,0.062278075,NA,-0.008885357,NA
4067,4c,Birth-death constant extinction fraction (coalescent approx),5031.225912,-10056.44087,215.6499709,0,NA,NA,0.052746049,NA,0.009718226,NA,0.888406328
4067,4d,Birth-death varying speciation and extinction (coalescent approx),5109.218652,-10210.41904,61.67180143,0,NA,NA,0.048292613,0.048292613,0.012578675,0.009653622,NA
4067,5,Pure birth constant speciation (coalescent approx),4815.831666,-9629.661508,642.429333,0,NA,NA,0.029558594,NA,NA,NA,NA
4067,6,Pure birth varying speciation (coalescent approx),4873.646646,-9743.287818,528.8030229,0,NA,NA,0.038785373,NA,-0.00740157,NA,NA
4067-30000,1,Equilibrium constant rate,3065.035802,-6128.069733,2108.197764,0,0.03905,NA,NA,NA,NA,NA,NA
4067-30000,2,Equilibrium variable rate,3853.871651,-7703.737686,532.5298097,0,0.011730385,0.03556004,NA,NA,NA,NA,NA
4067-30000,3,Birth-death constant rates (coalescent approx),3725.202053,-7446.39849,789.8690061,0,NA,NA,0.022115332,4.13E-10,NA,NA,NA
4067-30000,4a,Birth-death varying speciation constant extinction (coalescent approx),4121.139366,-8236.267496,0,1,NA,NA,0.016732388,0.016732388,0.016648768,NA,NA
4067-30000,4b,Birth-death constant speciation varying extinction (coalescent approx),3725.202018,-7444.392801,791.8746953,0,NA,NA,0.022116845,7.17E-09,NA,-0.005045409,NA
4067-30000,4c,Birth-death constant extinction fraction (coalescent approx),4034.399071,-8062.786907,173.4805896,0,NA,NA,0.010994388,NA,0.022351373,NA,0.400649228
4067-30000,4d,Birth-death varying speciation and extinction (coalescent approx),4097.3349,-8186.651064,49.6164318,0,NA,NA,0.012574118,0.012574114,0.017766118,-0.020718609,NA
4067-30000,5,Pure birth constant speciation (coalescent approx),3725.202055,-7448.40224,787.8652564,0,NA,NA,0.022115234,NA,NA,NA,NA
4067-30000,6,Pure birth varying speciation (coalescent approx),4023.62583,-8043.246045,193.0214512,0,NA,NA,0.010471778,NA,0.018013331,NA,NA
4068,1,Equilibrium constant rate,4975.300991,-9948.600173,549.8463103,0,0.08521,NA,NA,NA,NA,NA,NA
4068,2,Equilibrium variable rate,5121.055966,-10238.1065,260.3399826,0,0.060275873,0.014307411,NA,NA,NA,NA,NA
4068,3,Birth-death constant rates (coalescent approx),5121.056173,-10238.10692,260.3395682,0,NA,NA,0.060279427,0.045962597,NA,NA,NA
4068,4a,Birth-death varying speciation constant extinction (coalescent approx),5252.228674,-10498.44648,0,0.96,NA,NA,0.061429863,0.061429863,0.0047082,NA,NA
4068,4b,Birth-death constant speciation varying extinction (coalescent approx),5248.989163,-10491.96746,6.479021952,0.04,NA,NA,0.065698541,0.065698541,NA,-0.007553397,NA
4068,4c,Birth-death constant extinction fraction (coalescent approx),5148.77442,-10291.53798,206.908508,0,NA,NA,0.057658347,NA,0.008666796,NA,0.904312962
4068,4d,Birth-death varying speciation and extinction (coalescent approx),5198.88289,-10389.74766,108.6988189,0,NA,NA,0.06276535,0.06276535,-0.006192099,-0.024508949,NA
4068,5,Pure birth constant speciation (coalescent approx),4881.519259,-9761.036708,737.4097755,0,NA,NA,0.029490234,NA,NA,NA,NA
4068,6,Pure birth varying speciation (coalescent approx),4973.622642,-9943.239854,555.2066294,0,NA,NA,0.041382675,NA,-0.009154556,NA,NA
4068-30000,1,Equilibrium constant rate,3062.696987,-6123.392118,2017.366156,0,0.03821,NA,NA,NA,NA,NA,NA
4068-30000,2,Equilibrium variable rate,3794.855848,-7585.706127,555.052147,0,0.012262781,0.032509204,NA,NA,NA,NA,NA
4068-30000,3,Birth-death constant rates (coalescent approx),3694.994231,-7385.982893,754.7753811,0,NA,NA,0.021288954,6.76E-09,NA,NA,NA
4068-30000,4a,Birth-death varying speciation constant extinction (coalescent approx),4069.283955,-8132.556768,8.201505238,0.02,NA,NA,0.014043277,0.014043272,0.017552185,NA,NA
4068-30000,4b,Birth-death constant speciation varying extinction (coalescent approx),3694.994277,-7383.977412,756.7808613,0,NA,NA,0.021287001,2.73E-09,NA,-0.00522131,NA
4068-30000,4c,Birth-death constant extinction fraction (coalescent approx),3950.970614,-7895.930086,244.8281874,0,NA,NA,0.010537229,NA,0.016533448,NA,0.013704057
4068-30000,4d,Birth-death varying speciation and extinction (coalescent approx),4074.388426,-8140.758274,0,0.98,NA,NA,0.013135933,0.013135933,0.019315489,0.003244194,NA
4068-30000,5,Pure birth constant speciation (coalescent approx),3694.994292,-7387.986729,752.7715449,0,NA,NA,0.021287109,NA,NA,NA,NA
4068-30000,6,Pure birth varying speciation (coalescent approx),3950.337015,-7896.668461,244.0898123,0,NA,NA,0.010529766,NA,0.016400332,NA,NA
4069,1,Equilibrium constant rate,4920.707915,-9839.414021,614.7635276,0,0.08313,NA,NA,NA,NA,NA,NA
4069,2,Equilibrium variable rate,5092.8747,-10181.74397,272.4335761,0,0.056872316,0.015736707,NA,NA,NA,NA,NA
4069,3,Birth-death constant rates (coalescent approx),5092.875043,-10181.74466,272.4328903,0,NA,NA,0.056863289,0.04110865,NA,NA,NA
4069,4a,Birth-death varying speciation constant extinction (coalescent approx),5230.094204,-10454.17755,0,1,NA,NA,0.058651542,0.058651542,0.005233882,NA,NA
4069,4b,Birth-death constant speciation varying extinction (coalescent approx),5221.493675,-10436.97649,17.20105797,0,NA,NA,0.063360531,0.063360531,NA,-0.008601358,NA
4069,4c,Birth-death constant extinction fraction (coalescent approx),5125.17921,-10244.34756,209.8299879,0,NA,NA,0.054350472,NA,0.009555462,NA,0.893221442
4069,4d,Birth-death varying speciation and extinction (coalescent approx),5206.444451,-10404.87079,49.3067538,0,NA,NA,0.048510968,0.048478548,0.009701716,0.00569492,NA
4069,5,Pure birth constant speciation (coalescent approx),4895.412684,-9788.82356,665.3539889,0,NA,NA,0.029734375,NA,NA,NA,NA
4069,6,Pure birth varying speciation (coalescent approx),4964.990855,-9925.976283,528.2012652,0,NA,NA,0.039965093,NA,-0.008051717,NA,NA
4069-30000,1,Equilibrium constant rate,3316.121999,-6630.24218,2000.572162,0,0.04089,NA,NA,NA,NA,NA,NA
4069-30000,2,Equilibrium variable rate,4049.708853,-8095.412247,535.4020947,0,0.013629751,0.033122812,NA,NA,NA,NA,NA
4069-30000,3,Birth-death constant rates (coalescent approx),3962.237125,-7920.46879,710.3455517,0,NA,NA,0.022522424,5.86E-09,NA,NA,NA
4069-30000,4a,Birth-death varying speciation constant extinction (coalescent approx),4303.689255,-8601.367585,29.44675612,0,NA,NA,0.012738434,0.01273843,0.019965914,NA,NA
4069-30000,4b,Birth-death constant speciation varying extinction (coalescent approx),3962.237385,-7918.463846,712.3504951,0,NA,NA,0.022527087,3.50E-10,NA,-0.005176105,NA
4069-30000,4c,Birth-death constant extinction fraction (coalescent approx),4212.202247,-8418.39357,212.4207716,0,NA,NA,0.01277373,NA,0.020726372,NA,0.479127831
4069-30000,4d,Birth-death varying speciation and extinction (coalescent approx),4319.416278,-8630.814341,0,1,NA,NA,0.014152553,0.014152552,0.023346435,0.015078719,NA
4069-30000,5,Pure birth constant speciation (coalescent approx),3962.237271,-7922.472722,708.3416192,0,NA,NA,0.02253125,NA,NA,NA,NA
4069-30000,6,Pure birth varying speciation (coalescent approx),4194.80541,-8385.605361,245.2089802,0,NA,NA,0.011952589,NA,0.015311511,NA,NA
4070,1,Equilibrium constant rate,4869.202901,-9736.403971,569.7826207,0,0.08453,NA,NA,NA,NA,NA,NA
4070,2,Equilibrium variable rate,5031.404361,-10058.80323,247.3833646,0,0.058763895,0.015205601,NA,NA,NA,NA,NA
4070,3,Birth-death constant rates (coalescent approx),5031.404944,-10058.80439,247.3821985,0,NA,NA,0.058708798,0.043491493,NA,NA,NA
4070,4a,Birth-death varying speciation constant extinction (coalescent approx),5146.068719,-10286.12644,20.06014773,0,NA,NA,0.054356141,0.054356141,0.0059922,NA,NA
4070,4b,Birth-death constant speciation varying extinction (coalescent approx),5150.374213,-10294.73743,11.44915917,0,NA,NA,0.065001829,0.065001828,NA,-0.00792319,NA
4070,4c,Birth-death constant extinction fraction (coalescent approx),5060.059069,-10114.10714,192.0794475,0,NA,NA,0.056391217,NA,0.009147717,NA,0.899878806
4070,4d,Birth-death varying speciation and extinction (coalescent approx),5157.102462,-10306.18659,0,1,NA,NA,0.061285056,0.061285056,0.003971725,-0.001446897,NA
4070,5,Pure birth constant speciation (coalescent approx),4813.599625,-9625.197418,680.9891731,0,NA,NA,0.029726563,NA,NA,NA,NA
4070,6,Pure birth varying speciation (coalescent approx),4900.639563,-9797.273631,508.912961,0,NA,NA,0.041308434,NA,-0.008895419,NA,NA
4070-30000,1,Equilibrium constant rate,3167.344935,-6332.68804,2034.298435,0,0.03881,NA,NA,NA,NA,NA,NA
4070-30000,2,Equilibrium variable rate,3898.84282,-7793.680149,573.3063266,0,0.012470442,0.032622222,NA,NA,NA,NA,NA
4070-30000,3,Birth-death constant rates (coalescent approx),3801.564978,-7599.124464,767.8620119,0,NA,NA,0.021479234,1.30E-09,NA,NA,NA
4070-30000,4a,Birth-death varying speciation constant extinction (coalescent approx),4183.046539,-8360.08209,6.904385989,0.03,NA,NA,0.014246863,0.014246863,0.017866815,NA,NA
4070-30000,4b,Birth-death constant speciation varying extinction (coalescent approx),3801.564941,-7597.118893,769.867583,0,NA,NA,0.021478218,6.84E-09,NA,-0.004970309,NA
4070-30000,4c,Birth-death constant extinction fraction (coalescent approx),4060.327299,-8114.64361,252.3428657,0,NA,NA,0.010733793,NA,0.016679733,NA,0.035112328
4070-30000,4d,Birth-death varying speciation and extinction (coalescent approx),4187.502399,-8366.986476,0,0.97,NA,NA,0.013301911,0.013301911,0.019587127,0.003913862,NA
4070-30000,5,Pure birth constant speciation (coalescent approx),3801.564984,-7601.128138,765.8583372,0,NA,NA,0.021480469,NA,NA,NA,NA
4070-30000,6,Pure birth varying speciation (coalescent approx),4058.664312,-8113.323131,253.6633441,0,NA,NA,0.01070053,NA,0.016349825,NA,NA
4071,1,Equilibrium constant rate,4954.651529,-9907.301253,562.2589547,0,0.08397,NA,NA,NA,NA,NA,NA
4071,2,Equilibrium variable rate,5101.205054,-10198.40469,271.1555178,0,0.058960062,0.014308518,NA,NA,NA,NA,NA
4071,3,Birth-death constant rates (coalescent approx),5101.205289,-10198.40516,271.155047,0,NA,NA,0.058987786,0.044678335,NA,NA,NA
4071,4a,Birth-death varying speciation constant extinction (coalescent approx),5237.785524,-10469.56021,0,0.97,NA,NA,0.060054079,0.06005407,0.004812561,NA,NA
4071,4b,Birth-death constant speciation varying extinction (coalescent approx),5234.202323,-10462.39381,7.16640247,0.03,NA,NA,0.063570402,0.063570401,NA,-0.00813446,NA
4071,4c,Birth-death constant extinction fraction (coalescent approx),5130.109917,-10254.20899,215.3512134,0,NA,NA,0.056250788,NA,0.008702315,NA,0.90149463
4071,4d,Birth-death varying speciation and extinction (coalescent approx),5232.087638,-10456.1572,13.40300749,0,NA,NA,0.063260988,0.063260985,-0.000546207,-0.009332807,NA
4071,5,Pure birth constant speciation (coalescent approx),4871.485441,-9740.969076,728.5911314,0,NA,NA,0.029207031,NA,NA,NA,NA
4071,6,Pure birth varying speciation (coalescent approx),4954.009259,-9904.013101,565.5471067,0,NA,NA,0.040327425,NA,-0.008681405,NA,NA
4071-30000,1,Equilibrium constant rate,3024.460977,-6046.920089,1973.396114,0,0.03805,NA,NA,NA,NA,NA,NA
4071-30000,2,Equilibrium variable rate,3745.727799,-7487.449999,532.866204,0,0.012291528,0.032050243,NA,NA,NA,NA,NA
4071-30000,3,Birth-death constant rates (coalescent approx),3649.972493,-7295.939386,724.3768164,0,NA,NA,0.021144818,8.78E-09,NA,NA,NA
4071-30000,4a,Birth-death varying speciation constant extinction (coalescent approx),4013.163704,-8020.316203,0,1,NA,NA,0.013856861,0.01385686,0.017622147,NA,NA
4071-30000,4b,Birth-death constant speciation varying extinction (coalescent approx),3649.97286,-7293.934516,726.3816867,0,NA,NA,0.021140203,1.77E-08,NA,-0.006695466,NA
4071-30000,4c,Birth-death constant extinction fraction (coalescent approx),3907.358834,-7808.706463,211.6097393,0,NA,NA,0.011305965,NA,0.020210487,NA,0.42715422
4071-30000,4d,Birth-death varying speciation and extinction (coalescent approx),3983.842456,-7959.666229,60.64997375,0,NA,NA,0.01724549,0.017245488,0.012943904,-0.007613343,NA
4071-30000,5,Pure birth constant speciation (coalescent approx),3649.972936,-7297.944007,722.3721956,0,NA,NA,0.021136719,NA,NA,NA,NA
4071-30000,6,Pure birth varying speciation (coalescent approx),3894.614413,-7785.223226,235.0929769,0,NA,NA,0.010654119,NA,0.015828509,NA,NA
4072,1,Equilibrium constant rate,4993.436805,-9984.871806,552.1074709,0,0.08533,NA,NA,NA,NA,NA,NA
4072,2,Equilibrium variable rate,5143.288085,-10282.57075,254.4085227,0,0.060146563,0.014428894,NA,NA,NA,NA,NA
4072,3,Birth-death constant rates (coalescent approx),5143.288536,-10282.57166,254.4076201,0,NA,NA,0.060145539,0.045702579,NA,NA,NA
4072,4a,Birth-death varying speciation constant extinction (coalescent approx),5271.495056,-10536.97928,0,0.98,NA,NA,0.06169619,0.061696188,0.004676101,NA,NA
4072,4b,Birth-death constant speciation varying extinction (coalescent approx),5267.606902,-10529.20297,7.77630781,0.02,NA,NA,0.065790178,0.065790176,NA,-0.007499167,NA
4072,4c,Birth-death constant extinction fraction (coalescent approx),5170.826796,-10335.64276,201.3365206,0,NA,NA,0.057693018,NA,0.008706104,NA,0.904587926
4072,4d,Birth-death varying speciation and extinction (coalescent approx),5224.962245,-10441.90642,95.07285435,0,NA,NA,0.062856642,0.062856641,-0.00520548,-0.02261204,NA
4072,5,Pure birth constant speciation (coalescent approx),4903.021005,-9804.040205,732.9390722,0,NA,NA,0.029507813,NA,NA,NA,NA
4072,6,Pure birth varying speciation (coalescent approx),4999.08301,-9994.160604,542.818673,0,NA,NA,0.041615629,NA,-0.009253745,NA,NA
4072-30000,1,Equilibrium constant rate,3178.57051,-6355.139189,1991.501484,0,0.03905,NA,NA,NA,NA,NA,NA
4072-30000,2,Equilibrium variable rate,3888.969786,-7773.934074,572.7065986,0,0.012856014,0.032033147,NA,NA,NA,NA,NA
4072-30000,3,Birth-death constant rates (coalescent approx),3801.063061,-7598.120624,748.5200482,0,NA,NA,0.021504414,4.68E-08,NA,NA,NA
4072-30000,4a,Birth-death varying speciation constant extinction (coalescent approx),4170.680768,-8335.350537,11.29013586,0,NA,NA,0.014242032,0.014242028,0.017784577,NA,NA
4072-30000,4b,Birth-death constant speciation varying extinction (coalescent approx),3801.063425,-7596.115851,750.5248217,0,NA,NA,0.021506539,4.98E-09,NA,-0.00489511,NA
4072-30000,4c,Birth-death constant extinction fraction (coalescent approx),4044.790576,-8083.570154,263.0705188,0,NA,NA,0.010927532,NA,0.016296028,NA,0.034042904
4072-30000,4d,Birth-death varying speciation and extinction (coalescent approx),4177.329506,-8346.640673,0,1,NA,NA,0.013696154,0.013695949,0.02031363,0.007681247,NA
4072-30000,5,Pure birth constant speciation (coalescent approx),3801.063458,-7600.125085,746.5155874,0,NA,NA,0.021505859,NA,NA,NA,NA
4072-30000,6,Pure birth varying speciation (coalescent approx),4043.112345,-8082.219194,264.4214787,0,NA,NA,0.010893459,NA,0.015977366,NA,NA
4073,1,Equilibrium constant rate,4861.563247,-9721.124664,625.6737298,0,0.08421,NA,NA,NA,NA,NA,NA
4073,2,Equilibrium variable rate,5042.743803,-10081.48211,265.3162816,0,0.057001943,0.016494717,NA,NA,NA,NA,NA
4073,3,Birth-death constant rates (coalescent approx),5042.743866,-10081.48224,265.3161571,0,NA,NA,0.057014495,0.040517542,NA,NA,NA
4073,4a,Birth-death varying speciation constant extinction (coalescent approx),5176.404694,-10346.79839,0,1,NA,NA,0.059545295,0.059545294,0.005316865,NA,NA
4073,4b,Birth-death constant speciation varying extinction (coalescent approx),5167.374069,-10328.73714,18.06125042,0,NA,NA,0.064175017,0.064174996,NA,-0.008828971,NA
4073,4c,Birth-death constant extinction fraction (coalescent approx),5075.998337,-10145.98568,200.8127133,0,NA,NA,0.054646412,NA,0.009968709,NA,0.891486901
4073,4d,Birth-death varying speciation and extinction (coalescent approx),5170.947805,-10333.87728,12.92111616,0,NA,NA,0.054722605,0.054647406,0.005653187,-0.000253713,NA
4073,5,Pure birth constant speciation (coalescent approx),4855.623307,-9709.244784,637.5536101,0,NA,NA,0.030296875,NA,NA,NA,NA
4073,6,Pure birth varying speciation (coalescent approx),4921.909267,-9839.81304,506.9853539,0,NA,NA,0.040303959,NA,-0.007839027,NA,NA
4073-30000,1,Equilibrium constant rate,3246.507789,-6491.013743,2028.427428,0,0.04043,NA,NA,NA,NA,NA,NA
4073-30000,2,Equilibrium variable rate,3981.013087,-7958.02067,561.4205009,0,0.013197499,0.033456128,NA,NA,NA,NA,NA
4073-30000,3,Birth-death constant rates (coalescent approx),3887.204326,-7770.403147,749.0380243,0,NA,NA,0.022343929,4.34E-09,NA,NA,NA
4073-30000,4a,Birth-death varying speciation constant extinction (coalescent approx),4197.875911,-8389.740808,129.700363,0,NA,NA,0.022250884,0.022250884,0.012813503,NA,NA
4073-30000,4b,Birth-death constant speciation varying extinction (coalescent approx),3887.204371,-7768.397728,751.0434436,0,NA,NA,0.022343029,7.56E-10,NA,-0.004887446,NA
4073-30000,4c,Birth-death constant extinction fraction (coalescent approx),4148.670561,-8291.330109,228.1110625,0,NA,NA,0.012239547,NA,0.021044867,NA,0.454423482
4073-30000,4d,Birth-death varying speciation and extinction (coalescent approx),4263.729768,-8519.441171,0,1,NA,NA,0.014685437,0.014679381,0.020669505,0.008945265,NA
4073-30000,5,Pure birth constant speciation (coalescent approx),3887.204369,-7772.406904,747.0342673,0,NA,NA,0.022341797,NA,NA,NA,NA
4073-30000,6,Pure birth varying speciation (coalescent approx),4133.397391,-8262.789277,256.6518945,0,NA,NA,0.011492655,NA,0.016034428,NA,NA
4074,1,Equilibrium constant rate,5028.636475,-10055.27113,536.0845522,0,0.08877,NA,NA,NA,NA,NA,NA
4074,2,Equilibrium variable rate,5176.302631,-10348.59981,242.755878,0,0.063146741,0.014555013,NA,NA,NA,NA,NA
4074,3,Birth-death constant rates (coalescent approx),5176.30308,-10348.60071,242.754979,0,NA,NA,0.0631606,0.048584966,NA,NA,NA
4074,4a,Birth-death varying speciation constant extinction (coalescent approx),5298.6833,-10591.35569,0,1,NA,NA,0.065391748,0.065387579,0.00447698,NA,NA
4074,4b,Birth-death constant speciation varying extinction (coalescent approx),5245.694156,-10485.3774,105.9782881,0,NA,NA,0.056056672,0.056056668,NA,-0.009050728,NA
4074,4c,Birth-death constant extinction fraction (coalescent approx),5202.480748,-10398.95058,192.4051035,0,NA,NA,0.060723042,NA,0.008777087,NA,0.909012416
4074,4d,Birth-death varying speciation and extinction (coalescent approx),5289.9971,-10571.976,19.37968344,0,NA,NA,0.066881804,0.066881802,-0.000842633,-0.009540332,NA
4074,5,Pure birth constant speciation (coalescent approx),4918.493825,-9834.985832,756.3698532,0,NA,NA,0.030300781,NA,NA,NA,NA
4074,6,Pure birth varying speciation (coalescent approx),5029.941852,-10055.87825,535.477436,0,NA,NA,0.04391589,NA,-0.010161581,NA,NA
4074-30000,1,Equilibrium constant rate,2988.595642,-5975.189404,2053.67311,0,0.03809,NA,NA,NA,NA,NA,NA
4074-30000,2,Equilibrium variable rate,3738.577321,-7473.149,555.7135139,0,0.01184978,0.033492671,NA,NA,NA,NA,NA
4074-30000,3,Birth-death constant rates (coalescent approx),3626.416957,-7248.828272,780.0342416,0,NA,NA,0.021389294,1.47E-09,NA,NA,NA
4074-30000,4a,Birth-death varying speciation constant extinction (coalescent approx),4006.775357,-8007.539426,21.3230879,0,NA,NA,0.01546326,0.01546326,0.016664409,NA,NA
4074-30000,4b,Birth-death constant speciation varying extinction (coalescent approx),3626.416933,-7246.822577,782.0399362,0,NA,NA,0.021389072,6.78E-09,NA,-0.004548886,NA
4074-30000,4c,Birth-death constant extinction fraction (coalescent approx),3909.730521,-7813.449753,215.4127609,0,NA,NA,0.010928363,NA,0.021135559,NA,0.40377371
4074-30000,4d,Birth-death varying speciation and extinction (coalescent approx),4018.440669,-8028.862514,0,1,NA,NA,0.012823162,0.012823161,0.020274308,0.004863403,NA
4074-30000,5,Pure birth constant speciation (coalescent approx),3626.416968,-7250.832057,778.030457,0,NA,NA,0.021388672,NA,NA,NA,NA
4074-30000,6,Pure birth varying speciation (coalescent approx),3898.727033,-7793.448424,235.41409,0,NA,NA,0.010360851,NA,0.016964345,NA,NA
4075,1,Equilibrium constant rate,4795.060661,-9588.119497,618.886274,0,0.08097,NA,NA,NA,NA,NA,NA
